area_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age,distance_city_km,property_type,location_quality,furnishing_status,mainroad,basement,has_garden,price
3577,6,3.0,1,3.0,23,18.1,House,Low,Unfurnished,Yes,No,Yes,29212442
1085,5,1.0,1,2.0,22,27.9,Townhouse,Premium,Unfurnished,Yes,Yes,No,14088330
582,2,3.0,1,1.0,19,23.4,Apartment,High,Semi-Furnished,Yes,Yes,Yes,8597784
2861,2,1.0,1,,2,20.6,Villa,High,Unfurnished,Yes,No,No,27897134
6489,6,1.0,1,1.0,47,25.0,Apartment,High,Semi-Furnished,Yes,No,No,50181472
5999,5,1.0,1,3.0,51,36.0,Apartment,Low,,Yes,No,No,42841861
4255,5,2.0,3,3.0,4,28.3,House,Medium,Semi-Furnished,Yes,No,No,37298972
4266,1,4.0,2,3.0,22,21.8,House,,Unfurnished,Yes,Yes,No,35140379
2818,5,1.0,1,2.0,28,26.2,Apartment,High,Furnished,Yes,No,Yes,24545162
1523,7,5.0,2,0.0,43,24.6,House,Medium,Unfurnished,Yes,Yes,No,15505794
501,1,2.0,1,3.0,54,17.9,House,Medium,Unfurnished,Yes,No,No,4723737
2500,4,1.0,2,0.0,22,25.4,House,High,Unfurnished,Yes,No,Yes,23040623
2364,4,2.0,1,0.0,41,18.3,House,Low,Unfurnished,Yes,Yes,Yes,20433764
1609,7,4.0,1,0.0,51,,Villa,High,Semi-Furnished,Yes,No,Yes,18355885
2017,2,1.0,1,3.0,45,,House,Medium,Unfurnished,No,No,Yes,15108770
600,4,,2,1.0,15,38.4,House,High,Furnished,Yes,No,No,6074936
4128,6,5.0,2,0.0,44,33.0,House,High,Semi-Furnished,Yes,No,Yes,37879815
6061,1,3.0,2,0.0,22,24.5,House,Medium,Unfurnished,Yes,No,No,49138683
4629,6,2.0,2,1.0,0,30.2,Apartment,Medium,Semi-Furnished,Yes,No,Yes,39462355
3161,6,4.0,3,2.0,41,7.9,Apartment,Low,Unfurnished,No,No,Yes,28280136
2992,6,5.0,3,3.0,45,19.7,Apartment,Low,Unfurnished,Yes,Yes,No,25973500
2310,5,2.0,2,2.0,18,11.0,House,Low,Unfurnished,Yes,No,No,20756388
1311,6,3.0,2,2.0,24,1.1,Townhouse,Medium,Unfurnished,Yes,No,Yes,16091317
4070,6,1.0,2,3.0,20,38.7,House,Medium,Unfurnished,Yes,No,Yes,33091389
3877,7,2.0,1,3.0,6,34.7,House,Medium,Furnished,No,No,No,33867040
494,3,3.0,2,1.0,54,21.0,House,Medium,Semi-Furnished,Yes,Yes,Yes,6559295
2963,4,1.0,1,3.0,1,10.9,House,Premium,Furnished,Yes,No,No,33089243
2132,5,5.0,3,2.0,30,28.0,House,Low,Unfurnished,Yes,No,No,19323447
1480,2,5.0,2,3.0,0,,House,Medium,,Yes,No,No,16418054
4703,6,2.0,3,0.0,37,32.3,House,Medium,,Yes,No,No,38750180
3631,6,2.0,3,0.0,49,40.0,Apartment,Low,Unfurnished,Yes,No,No,24448741
4284,5,1.0,2,3.0,35,14.6,House,Premium,Furnished,Yes,No,Yes,39857948
4766,3,3.0,3,2.0,33,10.5,House,Low,Unfurnished,No,No,No,38682669
6389,3,1.0,2,0.0,45,11.4,Villa,High,Semi-Furnished,Yes,No,Yes,54388858
5306,4,2.0,1,3.0,53,,Townhouse,Medium,Furnished,No,No,Yes,42891706
4203,5,3.0,1,0.0,47,16.4,Villa,High,,Yes,No,No,36848975
5768,6,4.0,1,2.0,12,1.7,House,,Semi-Furnished,Yes,No,Yes,51808596
3338,5,3.0,3,0.0,30,5.5,Apartment,High,Unfurnished,Yes,No,Yes,31535842
6407,7,2.0,2,0.0,45,11.6,House,Medium,Unfurnished,No,No,No,51846242
5056,7,4.0,1,3.0,16,7.2,Villa,Medium,Furnished,Yes,No,No,46889946
4387,5,4.0,2,3.0,37,29.6,Townhouse,High,Unfurnished,Yes,No,No,38571294
5915,3,4.0,1,0.0,1,5.1,Villa,Medium,Unfurnished,No,No,No,52685201
3566,5,3.0,3,0.0,48,34.8,Apartment,Medium,Unfurnished,No,No,No,25466436
4810,3,,3,2.0,33,9.6,House,Medium,Furnished,Yes,No,No,40443679
2172,5,2.0,1,0.0,40,5.2,Townhouse,Medium,Semi-Furnished,Yes,No,Yes,19559070
6277,6,5.0,3,2.0,45,1.4,House,Medium,Semi-Furnished,Yes,No,Yes,54156468
4221,3,2.0,2,3.0,12,28.9,House,Low,Furnished,No,No,Yes,36527604
5181,4,2.0,1,3.0,24,11.0,House,Medium,Unfurnished,Yes,No,Yes,43376128
3237,1,3.0,3,0.0,47,20.9,House,Low,Furnished,Yes,No,No,24345555
5694,6,3.0,1,0.0,9,5.4,Apartment,Medium,Unfurnished,Yes,No,No,47746464
898,4,4.0,1,2.0,45,39.4,Apartment,High,Semi-Furnished,Yes,No,Yes,7715987
1140,4,2.0,1,0.0,15,5.9,Villa,,Unfurnished,Yes,Yes,No,15416406
3518,4,5.0,2,2.0,31,17.1,Townhouse,High,Furnished,Yes,Yes,No,33430402
4881,2,2.0,2,1.0,28,34.2,Villa,Low,Furnished,Yes,No,Yes,39561329
5345,5,3.0,1,2.0,37,10.6,Apartment,Low,Semi-Furnished,Yes,No,No,43048943
3112,6,5.0,1,0.0,46,11.4,Apartment,High,Unfurnished,Yes,No,No,29321410
4380,3,3.0,1,3.0,19,32.5,Apartment,High,Unfurnished,Yes,Yes,No,38290509
3796,1,4.0,3,2.0,9,11.7,Villa,High,Semi-Furnished,Yes,No,Yes,37394221
6267,3,5.0,3,0.0,23,1.1,House,High,Unfurnished,Yes,No,No,54051754
4407,2,5.0,3,1.0,33,17.7,Townhouse,High,Unfurnished,Yes,Yes,No,39579679
2971,3,3.0,2,0.0,41,1.5,Apartment,High,Semi-Furnished,No,No,Yes,27947010
6317,5,3.0,2,1.0,41,36.5,House,High,Semi-Furnished,Yes,No,Yes,49392025
1098,1,1.0,3,1.0,18,26.0,Villa,High,Furnished,Yes,No,No,13837403
6406,6,3.0,2,0.0,51,23.7,Apartment,Low,Semi-Furnished,Yes,No,No,48363671
1381,2,5.0,2,2.0,4,8.9,Townhouse,Low,Unfurnished,Yes,Yes,No,14770481
2193,7,3.0,1,,6,,House,Medium,Semi-Furnished,No,No,No,19662849
5419,6,2.0,2,0.0,1,27.4,Apartment,Medium,Unfurnished,Yes,No,No,43178403
4889,2,1.0,1,0.0,50,3.4,Apartment,High,Semi-Furnished,No,No,No,38186334
6320,4,2.0,1,0.0,9,35.4,Townhouse,Medium,Semi-Furnished,Yes,No,No,50848293
4987,1,2.0,3,2.0,33,23.6,House,Medium,Unfurnished,Yes,Yes,No,39712113
4303,1,5.0,3,1.0,44,,Villa,High,Unfurnished,Yes,Yes,No,38587085
2546,7,3.0,1,0.0,42,11.3,Villa,Medium,Furnished,Yes,Yes,Yes,27016152
478,6,1.0,1,0.0,52,5.8,House,High,Semi-Furnished,Yes,Yes,No,7063349
1199,2,1.0,1,3.0,2,28.4,Villa,Low,Semi-Furnished,Yes,No,No,12585025
2251,2,5.0,3,1.0,22,32.0,Townhouse,Medium,Semi-Furnished,Yes,No,No,21029566
697,2,5.0,1,2.0,27,16.1,Apartment,Medium,Semi-Furnished,Yes,No,Yes,9953006
3524,3,4.0,1,1.0,38,1.9,Villa,Medium,Unfurnished,No,No,No,31822813
5152,3,1.0,1,0.0,34,,Apartment,Low,Furnished,Yes,No,No,36695496
6277,3,1.0,3,1.0,30,9.0,Apartment,Medium,Furnished,Yes,No,Yes,51312292
3412,4,1.0,2,0.0,16,14.2,House,Medium,Unfurnished,Yes,No,Yes,29610383
5743,2,4.0,3,2.0,5,25.5,Villa,Medium,Unfurnished,Yes,Yes,Yes,52183747
6412,7,4.0,3,1.0,23,4.9,Apartment,High,Semi-Furnished,No,No,No,55018813
5651,6,5.0,1,1.0,14,3.8,House,Low,Semi-Furnished,Yes,No,No,48617582
3263,6,1.0,3,0.0,30,2.0,House,Medium,Semi-Furnished,No,Yes,No,29959344
2417,2,1.0,2,3.0,43,36.7,Apartment,Low,Semi-Furnished,Yes,No,No,15630010
6366,5,5.0,2,0.0,30,13.1,Villa,Premium,Semi-Furnished,Yes,No,No,58362384
1913,6,5.0,1,2.0,32,26.8,Townhouse,High,Semi-Furnished,Yes,No,No,21407526
2940,2,,3,3.0,2,39.6,Apartment,Premium,Unfurnished,Yes,Yes,No,27354095
897,6,1.0,3,2.0,35,27.1,Apartment,,Unfurnished,Yes,Yes,Yes,14343283
5251,3,1.0,2,2.0,24,21.5,Townhouse,Medium,Semi-Furnished,Yes,No,No,41595728
4381,6,1.0,1,3.0,6,21.3,Apartment,High,Furnished,No,No,No,38930156
963,4,4.0,3,0.0,11,15.7,Apartment,,Semi-Furnished,Yes,No,Yes,12237380
1792,6,5.0,3,3.0,42,24.4,Townhouse,High,Unfurnished,Yes,No,Yes,20421426
3810,2,4.0,2,2.0,50,38.4,Townhouse,Medium,Furnished,Yes,Yes,No,30311492
3719,3,2.0,2,1.0,27,31.7,House,Medium,Semi-Furnished,Yes,No,Yes,30909819
5302,2,4.0,1,1.0,53,17.5,House,Premium,Semi-Furnished,Yes,Yes,No,45384109
2059,2,1.0,1,2.0,9,14.0,Townhouse,,Unfurnished,Yes,Yes,Yes,20784748
6044,3,5.0,3,3.0,16,35.5,House,Premium,Semi-Furnished,Yes,No,No,55001908
3139,3,,2,2.0,51,6.3,House,,Semi-Furnished,Yes,Yes,Yes,28582344
5426,1,4.0,1,0.0,9,34.1,Villa,Medium,Furnished,Yes,No,No,45101974
1892,5,,3,1.0,36,10.9,House,Medium,Unfurnished,No,No,Yes,18100442
673,4,3.0,1,2.0,12,28.9,House,,Semi-Furnished,No,Yes,No,10134320
783,6,3.0,1,1.0,18,32.4,House,Medium,Unfurnished,Yes,No,No,7840067
2704,5,2.0,1,3.0,26,19.6,House,Medium,Furnished,Yes,Yes,No,26882054
6216,2,,2,2.0,19,8.5,House,High,Unfurnished,No,No,Yes,54315069
744,1,4.0,2,0.0,48,33.9,House,Medium,Semi-Furnished,Yes,No,No,5476497
2682,3,1.0,1,2.0,53,15.3,House,High,Semi-Furnished,Yes,Yes,Yes,23896559
1111,4,5.0,2,0.0,27,13.5,Villa,High,Unfurnished,Yes,No,No,18111456
6085,2,1.0,2,1.0,28,20.9,House,Medium,Semi-Furnished,Yes,No,Yes,46191503
4535,6,3.0,2,1.0,3,18.0,Apartment,Medium,Unfurnished,Yes,No,No,38762907
5064,5,1.0,2,3.0,12,27.6,Apartment,Medium,Semi-Furnished,Yes,No,No,40441717
4765,6,4.0,3,3.0,2,6.4,Apartment,Low,Furnished,Yes,No,Yes,43910216
4425,1,,3,1.0,47,18.0,Villa,High,Semi-Furnished,No,Yes,Yes,39660381
5131,6,3.0,1,2.0,12,35.8,House,,Furnished,Yes,No,No,42560971
499,2,4.0,3,2.0,18,2.4,Apartment,Low,Unfurnished,Yes,Yes,No,8277718
5686,4,4.0,2,2.0,46,18.8,Villa,Premium,Semi-Furnished,Yes,Yes,No,52314380
4926,4,2.0,1,2.0,39,26.8,Apartment,High,Furnished,Yes,No,No,38561398
4923,6,5.0,2,3.0,34,35.6,Apartment,High,Furnished,No,No,No,42078029
2830,2,3.0,3,3.0,2,24.2,Villa,Medium,Unfurnished,Yes,No,No,28149449
5295,2,1.0,3,3.0,30,33.2,House,Premium,Semi-Furnished,Yes,Yes,No,44590141
2760,3,1.0,2,0.0,30,9.7,Villa,Medium,Furnished,Yes,No,Yes,28305606
746,3,2.0,1,1.0,17,14.8,Villa,Medium,Semi-Furnished,Yes,No,No,11951615
5942,2,4.0,1,1.0,40,37.7,Townhouse,High,Semi-Furnished,Yes,Yes,No,48507257
1868,2,3.0,1,2.0,51,35.6,Apartment,High,Unfurnished,Yes,No,No,14411439
1066,2,2.0,3,2.0,14,22.8,Villa,Medium,Unfurnished,Yes,No,No,12684687
4212,4,3.0,2,2.0,18,19.5,House,,Semi-Furnished,No,Yes,Yes,37319935
1863,3,5.0,2,1.0,17,18.6,Apartment,Medium,Semi-Furnished,Yes,No,Yes,20091479
5641,3,3.0,3,,45,,Townhouse,High,Unfurnished,Yes,No,Yes,49235322
3134,6,1.0,3,1.0,4,35.8,House,High,Unfurnished,Yes,No,Yes,28056145
477,2,1.0,3,3.0,49,32.9,Townhouse,Medium,Semi-Furnished,Yes,Yes,No,4075987
6207,7,3.0,1,1.0,42,18.8,House,Low,Semi-Furnished,No,Yes,No,50239503
3563,6,3.0,2,0.0,26,11.9,House,High,Semi-Furnished,Yes,Yes,No,34370270
2041,2,,3,3.0,32,14.4,Apartment,High,Semi-Furnished,Yes,Yes,Yes,22079871
4547,3,3.0,3,0.0,49,5.8,Townhouse,Medium,Unfurnished,Yes,No,Yes,37428072
3660,2,4.0,1,2.0,42,29.1,House,Medium,Furnished,Yes,No,No,30943286
629,2,3.0,2,3.0,15,22.7,Apartment,Premium,Semi-Furnished,Yes,No,No,9828812
5045,3,2.0,3,1.0,2,10.1,Apartment,Medium,Unfurnished,Yes,Yes,No,41741301
2878,1,4.0,1,1.0,36,25.3,Villa,Medium,Semi-Furnished,Yes,Yes,Yes,25432885
4683,1,4.0,2,1.0,8,39.2,Apartment,Medium,Semi-Furnished,Yes,No,No,35781604
5868,4,4.0,1,0.0,4,5.8,House,Medium,Semi-Furnished,Yes,Yes,No,52220410
4144,5,1.0,3,0.0,54,18.9,House,High,Semi-Furnished,No,No,No,34523649
4513,3,4.0,1,0.0,26,20.3,Apartment,Medium,Semi-Furnished,Yes,No,Yes,36881659
1990,7,2.0,1,1.0,35,7.5,House,Medium,Semi-Furnished,Yes,No,Yes,20368183
1887,3,4.0,1,2.0,11,21.7,Apartment,Low,Unfurnished,Yes,Yes,No,16968246
2960,7,4.0,1,0.0,5,24.6,Townhouse,High,Unfurnished,Yes,No,Yes,28606221
5609,2,4.0,2,3.0,3,7.1,Villa,Low,Unfurnished,Yes,No,No,51724196
3621,4,5.0,1,2.0,19,7.0,Apartment,Low,Semi-Furnished,Yes,Yes,Yes,34513866
2555,6,3.0,2,0.0,0,34.4,House,Medium,Semi-Furnished,No,No,No,23148977
5166,1,1.0,2,3.0,23,13.1,House,Medium,Semi-Furnished,Yes,No,No,40840799
5612,7,4.0,2,0.0,17,25.6,Townhouse,Premium,Unfurnished,No,Yes,No,50512759
5910,3,4.0,3,2.0,28,25.4,House,High,Semi-Furnished,Yes,No,No,49113817
2258,4,1.0,2,1.0,32,33.7,House,High,,Yes,No,No,18623124
4743,5,1.0,2,2.0,16,29.9,Townhouse,Medium,Semi-Furnished,No,No,No,38533231
4021,5,2.0,3,3.0,25,33.8,Apartment,Medium,Semi-Furnished,Yes,Yes,No,32581587
3166,1,5.0,1,3.0,4,25.4,House,Premium,,Yes,No,No,30031629
2851,7,,3,1.0,16,18.5,Apartment,Medium,Unfurnished,Yes,No,Yes,28316953
1143,5,5.0,3,2.0,53,,House,High,Semi-Furnished,Yes,Yes,No,14966074
2112,7,5.0,1,3.0,54,15.8,House,Medium,,Yes,No,No,20713133
3775,4,3.0,1,2.0,26,17.3,Townhouse,Medium,Unfurnished,Yes,Yes,Yes,32934332
5813,5,4.0,2,3.0,51,6.0,House,Medium,Furnished,Yes,Yes,No,48430990
5691,4,2.0,1,,27,17.5,Apartment,Medium,Furnished,Yes,Yes,Yes,46790130
1584,7,1.0,2,1.0,6,16.2,Villa,Low,Furnished,Yes,No,No,18476500
4559,6,2.0,3,2.0,47,2.3,Villa,Medium,,Yes,No,Yes,41984481
963,7,3.0,2,3.0,22,11.7,House,Medium,Semi-Furnished,Yes,No,Yes,14758770
4533,4,1.0,1,3.0,33,,House,Medium,Unfurnished,Yes,Yes,No,36144827
2518,6,2.0,1,2.0,35,23.5,Apartment,High,Furnished,Yes,Yes,No,24263745
3171,3,1.0,3,2.0,16,32.4,House,Medium,Semi-Furnished,Yes,No,Yes,28242899
4791,4,4.0,1,2.0,40,22.2,Apartment,High,Unfurnished,Yes,No,Yes,40263467
3020,6,5.0,2,1.0,27,34.3,Apartment,Medium,Unfurnished,Yes,No,No,26128794
5334,1,5.0,3,1.0,20,32.0,Townhouse,Low,Furnished,Yes,No,No,43942875
3678,5,2.0,1,1.0,16,4.8,House,Medium,Furnished,Yes,Yes,No,32204768
6492,1,3.0,2,3.0,41,39.1,Apartment,Premium,Semi-Furnished,Yes,Yes,Yes,53133632
4311,5,,2,2.0,13,1.6,Apartment,Medium,Semi-Furnished,Yes,No,Yes,39354660
2242,4,3.0,1,3.0,6,24.3,Townhouse,Premium,Semi-Furnished,Yes,Yes,No,25916990
5140,4,,2,0.0,48,31.9,Apartment,Medium,Furnished,Yes,No,No,37895591
2918,4,,2,3.0,18,,Apartment,High,Semi-Furnished,Yes,No,Yes,28345413
3681,4,4.0,1,2.0,35,24.3,Apartment,High,Semi-Furnished,Yes,No,Yes,32970025
1277,3,3.0,3,3.0,39,15.1,Apartment,Premium,Semi-Furnished,Yes,No,No,16715913
1172,4,5.0,2,1.0,46,3.4,Apartment,Low,Furnished,Yes,Yes,No,14639535
3927,4,5.0,1,1.0,34,1.3,Townhouse,Premium,Unfurnished,No,No,No,36435278
1579,6,1.0,3,0.0,38,4.7,Apartment,Medium,Semi-Furnished,No,No,Yes,13898800
6485,4,4.0,3,3.0,46,4.8,House,High,Unfurnished,Yes,No,No,57713034
5626,5,2.0,1,2.0,51,24.8,House,Medium,Semi-Furnished,Yes,No,No,44578171
4690,6,3.0,1,3.0,2,21.5,House,Medium,Semi-Furnished,No,No,Yes,41649503
4894,7,2.0,2,0.0,40,18.8,House,Medium,Unfurnished,Yes,No,No,39387234
4051,1,2.0,2,0.0,9,28.0,House,High,Semi-Furnished,Yes,No,No,33788426
814,5,2.0,3,3.0,49,1.7,House,Medium,,Yes,No,No,8086528
2823,2,1.0,2,0.0,2,11.6,House,Medium,Furnished,Yes,Yes,No,25353704
3449,2,4.0,2,2.0,13,31.3,Villa,Medium,Furnished,Yes,No,No,31822237
5987,6,1.0,1,1.0,10,36.5,House,High,Semi-Furnished,Yes,No,No,48229426
1777,1,2.0,2,3.0,33,18.1,Villa,Medium,Semi-Furnished,Yes,No,No,16893078
3456,6,1.0,3,3.0,0,4.2,Apartment,High,Unfurnished,Yes,No,No,35409458
2531,6,1.0,2,3.0,0,32.2,House,Medium,Furnished,Yes,No,Yes,24170112
1262,7,,2,1.0,27,35.5,House,High,Semi-Furnished,Yes,No,Yes,14295008
1073,5,5.0,1,2.0,53,17.1,Apartment,High,Unfurnished,Yes,Yes,No,12322583
2660,7,5.0,3,2.0,29,10.5,Townhouse,High,Furnished,No,No,Yes,30171014
948,1,2.0,1,3.0,24,2.7,Apartment,High,Unfurnished,Yes,No,No,10390746
856,7,3.0,1,0.0,36,24.1,Apartment,Medium,Semi-Furnished,No,Yes,Yes,10376383
2572,2,5.0,1,3.0,30,36.5,Villa,Medium,Unfurnished,Yes,No,Yes,24318906
1671,3,2.0,3,1.0,21,27.4,Apartment,High,Semi-Furnished,Yes,No,No,14316152
3806,1,5.0,2,0.0,32,13.4,House,Low,Unfurnished,Yes,No,No,30821846
556,3,1.0,3,2.0,0,,House,Medium,Unfurnished,Yes,No,No,6881167
2275,6,2.0,2,3.0,13,33.5,Townhouse,High,Semi-Furnished,Yes,No,No,22285151
3192,2,2.0,2,0.0,37,19.6,House,Medium,Furnished,Yes,Yes,No,26941567
6277,6,1.0,2,0.0,18,33.0,House,Medium,Unfurnished,Yes,No,No,49535453
4288,5,5.0,1,3.0,2,16.3,Villa,Premium,Semi-Furnished,Yes,Yes,Yes,46811288
5778,5,5.0,2,3.0,6,14.6,House,Medium,Semi-Furnished,Yes,Yes,No,51808824
2526,7,2.0,3,0.0,47,23.7,Townhouse,Low,Furnished,Yes,No,No,21559174
3170,4,5.0,3,3.0,18,19.1,Villa,Low,Unfurnished,No,No,No,28335414
2993,3,4.0,2,3.0,1,39.1,House,Medium,Semi-Furnished,Yes,No,Yes,27890403
5818,7,5.0,3,3.0,40,21.1,Townhouse,High,Furnished,No,No,No,51861819
6253,4,5.0,3,0.0,29,16.0,House,High,Unfurnished,Yes,Yes,No,52818515
6272,5,3.0,2,2.0,24,16.4,Apartment,Medium,Semi-Furnished,Yes,No,Yes,52083724
4999,3,1.0,2,3.0,49,22.4,Apartment,Medium,Furnished,Yes,Yes,No,39499545
3493,2,5.0,1,3.0,17,14.8,House,Medium,Unfurnished,Yes,No,No,31940922
3722,2,4.0,1,2.0,31,29.2,Apartment,Low,Semi-Furnished,Yes,No,No,28920471
6382,2,5.0,3,0.0,40,15.8,House,High,Unfurnished,Yes,No,No,52941642
2171,2,5.0,1,0.0,33,16.0,House,Medium,Furnished,Yes,No,Yes,21675695
2547,6,1.0,2,1.0,11,25.1,House,Low,Furnished,Yes,No,No,22194814
5876,1,3.0,3,0.0,37,3.4,Apartment,High,Semi-Furnished,Yes,No,No,48661403
2787,5,1.0,1,0.0,40,26.6,Villa,High,Semi-Furnished,Yes,No,No,24545198
1872,7,1.0,3,0.0,6,20.7,House,,Semi-Furnished,Yes,No,Yes,20377967
3840,6,5.0,2,3.0,9,18.7,Apartment,Medium,Unfurnished,No,Yes,Yes,34060760
2418,3,5.0,1,2.0,37,29.1,House,Medium,Unfurnished,Yes,No,No,20943363
5839,1,5.0,1,2.0,6,30.6,House,Low,Unfurnished,Yes,No,No,46583338
5949,6,5.0,3,3.0,48,34.0,House,Medium,Unfurnished,Yes,Yes,No,49405249
2301,1,4.0,3,1.0,6,15.6,House,High,Semi-Furnished,Yes,Yes,Yes,24361110
3653,5,3.0,3,1.0,53,13.8,Apartment,Premium,Unfurnished,No,Yes,No,32906785
6403,5,5.0,3,0.0,36,28.9,Townhouse,Medium,Unfurnished,Yes,Yes,No,52399867
4941,2,3.0,1,1.0,24,23.7,House,Medium,Semi-Furnished,Yes,No,No,39842595
1754,6,4.0,3,0.0,14,25.6,Apartment,High,Unfurnished,Yes,No,Yes,17997594
4024,2,2.0,1,2.0,18,22.7,Villa,Medium,Unfurnished,Yes,No,No,34832494
4200,2,4.0,1,3.0,41,31.1,House,Low,Unfurnished,Yes,No,No,30302195
4403,6,,3,2.0,41,8.4,House,Medium,Unfurnished,Yes,Yes,Yes,39581742
601,7,4.0,2,1.0,11,22.7,House,,Semi-Furnished,Yes,No,No,10142643
2261,2,3.0,2,2.0,29,7.2,House,High,Semi-Furnished,Yes,Yes,No,23826997
5620,7,1.0,3,3.0,54,16.9,House,Premium,Furnished,Yes,Yes,No,50368618
1910,7,1.0,1,1.0,14,26.9,Apartment,Low,Semi-Furnished,Yes,No,No,16222935
2263,6,4.0,2,1.0,38,20.2,Apartment,Medium,Semi-Furnished,Yes,No,No,21309670
2401,1,4.0,3,2.0,9,15.8,Townhouse,Medium,Furnished,Yes,Yes,No,24204252
1523,3,4.0,2,0.0,45,35.5,House,Medium,Semi-Furnished,No,Yes,No,12770927
1390,5,5.0,2,3.0,9,31.1,House,Medium,,Yes,Yes,No,16460920
2549,7,3.0,2,1.0,16,21.5,Apartment,High,Semi-Furnished,Yes,Yes,Yes,26070289
5739,6,5.0,3,1.0,25,38.1,House,High,Unfurnished,Yes,No,No,49462863
459,3,4.0,1,2.0,20,17.6,Apartment,High,Unfurnished,Yes,No,Yes,10180091
2163,2,2.0,3,0.0,9,31.7,Apartment,Medium,Unfurnished,Yes,No,No,16530980
816,7,5.0,3,0.0,35,7.5,Apartment,Medium,Furnished,Yes,No,No,12699448
3847,2,1.0,3,0.0,1,12.1,House,Low,Unfurnished,Yes,No,No,32002905
1966,3,3.0,2,1.0,54,14.2,House,Low,Semi-Furnished,Yes,No,No,16162601
5241,7,5.0,2,2.0,2,5.1,Apartment,Medium,Furnished,Yes,Yes,No,48945560
3989,4,4.0,2,0.0,18,20.6,Apartment,Medium,Semi-Furnished,Yes,No,No,33013630
5192,2,5.0,1,1.0,51,8.5,House,Premium,Unfurnished,Yes,Yes,Yes,43473217
4291,1,1.0,3,3.0,8,,House,Medium,Semi-Furnished,Yes,No,Yes,37195428
3102,4,3.0,2,3.0,4,8.4,House,Low,Unfurnished,Yes,No,No,27923941
5658,7,4.0,3,0.0,40,5.8,Apartment,Low,Furnished,Yes,No,Yes,47922399
3331,4,4.0,1,2.0,4,38.8,House,High,Semi-Furnished,Yes,Yes,No,30523336
6197,5,5.0,3,0.0,49,,Townhouse,Low,Semi-Furnished,Yes,Yes,No,49277277
6467,2,3.0,2,2.0,24,37.5,House,Medium,Semi-Furnished,Yes,No,No,50544916
4013,6,4.0,3,3.0,47,20.1,Apartment,Medium,Semi-Furnished,Yes,No,Yes,34355419
4531,6,3.0,1,3.0,13,2.3,House,Medium,Semi-Furnished,Yes,No,Yes,41186218
1996,5,5.0,2,0.0,7,23.4,Apartment,Medium,Unfurnished,Yes,No,Yes,19936972
5378,6,1.0,2,1.0,52,22.8,Apartment,Medium,Unfurnished,Yes,No,Yes,41133058
4513,5,2.0,2,3.0,41,1.6,Apartment,Low,Unfurnished,Yes,No,No,37359855
5910,3,1.0,1,3.0,50,34.6,Townhouse,High,Semi-Furnished,Yes,Yes,Yes,45992655
2065,6,4.0,2,1.0,17,25.2,House,Medium,Furnished,Yes,Yes,Yes,21531150
5214,6,2.0,1,0.0,22,30.0,Villa,Medium,Semi-Furnished,Yes,No,Yes,45215168
3295,6,2.0,2,1.0,31,20.3,House,,Semi-Furnished,Yes,Yes,No,27405731
1570,2,5.0,1,2.0,24,25.1,House,Medium,Furnished,Yes,No,Yes,15676438
1485,5,2.0,2,1.0,13,11.0,Apartment,Medium,Unfurnished,Yes,Yes,No,14633738
3851,1,1.0,2,,20,39.0,House,Medium,Unfurnished,Yes,No,Yes,29551719
2382,5,1.0,1,3.0,33,16.6,Apartment,Medium,Furnished,Yes,No,Yes,21032739
1066,4,2.0,3,3.0,2,7.3,House,Premium,Furnished,Yes,Yes,Yes,19625137
3034,3,5.0,3,0.0,18,3.2,Apartment,Medium,Semi-Furnished,Yes,No,No,27302691
4400,7,3.0,1,3.0,16,25.8,House,Premium,Unfurnished,Yes,Yes,No,42322843
2379,7,5.0,1,,3,39.4,House,Premium,Furnished,Yes,Yes,Yes,29994998
6229,1,2.0,3,1.0,6,,Apartment,Medium,Semi-Furnished,Yes,No,Yes,47098514
5166,2,2.0,1,2.0,27,28.4,Apartment,Medium,Semi-Furnished,Yes,No,Yes,38741413
3552,2,1.0,3,3.0,5,39.6,Townhouse,Medium,Unfurnished,Yes,No,Yes,30125771
6104,7,2.0,2,3.0,18,29.2,Apartment,Premium,Semi-Furnished,Yes,No,No,54253217
3069,4,3.0,2,2.0,30,14.2,Apartment,Medium,Furnished,Yes,No,Yes,25649139
1294,6,5.0,1,0.0,48,24.4,Apartment,Medium,Furnished,Yes,Yes,No,13554293
666,6,2.0,2,2.0,5,4.1,House,,Semi-Furnished,Yes,No,No,12246192
6125,6,4.0,1,2.0,23,9.6,House,High,Semi-Furnished,Yes,No,No,52845829
6256,1,4.0,2,0.0,5,17.3,Apartment,Low,Semi-Furnished,Yes,No,No,51303801
4922,1,2.0,2,3.0,23,8.9,House,Low,Semi-Furnished,Yes,Yes,No,40505505
1073,3,5.0,1,0.0,26,38.2,House,Medium,Semi-Furnished,No,Yes,Yes,11046973
2226,3,3.0,2,3.0,43,39.8,Apartment,,Unfurnished,Yes,No,No,15283290
698,6,1.0,2,2.0,24,15.5,Townhouse,High,Unfurnished,Yes,No,Yes,11895226
760,2,,3,1.0,51,28.7,Townhouse,High,Semi-Furnished,Yes,Yes,No,10488507
1938,3,5.0,1,0.0,7,16.9,Apartment,Medium,Unfurnished,Yes,No,Yes,20491538
3911,2,1.0,3,,2,6.4,Apartment,Medium,Unfurnished,Yes,Yes,No,34428147
